ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Panel Type,Native Resolution (pixels),Total Native Resolution (megapixels),Screen Size (inches),Screen Area (square inches),Model Features,Features Enabled in Default On Mode,Features Enabled in Default Sleep Mode,Signal or Data Interfaces,Power Source,On Mode Power (watts),Maximum On Mode Power Limit for Signage Certification (watts),Sleep Mode Power (watts),Maximum Sleep Mode Power Limit for Signage Certification (watts),Off Mode Power (watts),On Mode Power at 12 Lux at 115 Volts (W),On Mode Power at 300 Lux (watts),Monitor Total Energy Consumption at 115 Volts (kWh/yr),Maximum Total Energy Consumption Limit for Monitor Certification (kWh/yr),Maximum Luminance (candelas per square meter),Enhanced-Performance Display?,Color Gamut,Color Spaces Supported,High Dynamic Range (HDR),Display Contrast Ratio  at 0 deg. Horiz. Viewing Angle,Reported Contrast Ratio at -85 Degrees (Left) Horizontal Viewing Angle,Reported Contrast Ratio at +85 Degrees (Right) Horizontal Viewing Angle,USB-C with Power Delivery Supported,Maximum Power Delivery (W),Tiled Display System,Maximum Tiled Configuration,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets Most Efficient 2023 Criteria
2380525,HP Inc.,HP,HP P22a G4 FHD Monitor,P22a G4,,195908586548,Monitor,TFT LCD,1920 x 1080,2.1,21.5,197.6,None,None,None,"VGA,Display,HDMI,USB",Ac to dc internal power supply,10.02,,0.15,,0.12,,,31.56,42.65,250,No,,None,N/A,1000,,,No,,,,10/30/2021 12:00:00 AM,06/22/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_P22a G4_06222021150058_3755456,No
2394318,HP Inc.,HP,HP P22 G5 FHD Monitor,P22 G5,,196548138593,Monitor,IPS LCD,1920 x 1080,2.1,21.5,197.6,None,None,None,"VGA,Display,HDMI",Ac to dc internal power supply,12.73,,0.12,,0.09,,,39.72,42.65,250,No,,None,N/A,1000,,,No,,,,06/27/2022 12:00:00 AM,04/01/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_P22 G5_03282022134647_3310510,No
2375631,HP Inc.,HP,HP P22va G4 FHD Monitor,P22va G4,,,Monitor,VA LCD,1920 x 1080,2.1,21.5,193.11,None,None,None,"VGA,HDMI",Ac to dc internal power supply,12.6,,0.18,,0.2,,,39.66,42.56,250,No,,None,N/A,1200,,,No,,No,,05/24/2021 12:00:00 AM,03/31/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_P22va G4_03312021154444_7482586,No
2381734,HP Inc.,HP,P22vb G4,P22vb G4,,195908259428,Monitor,TN LCD,1920 x 1080,2.1,21.5,198,None,None,None,"VGA,HDMI",Ac to dc internal power supply,11.23,,0.14,,0.13,,,35.23,42.66,250,No,,None,N/A,1000,,,No,,No,,07/01/2021 12:00:00 AM,07/07/2021 12:00:00 AM,United States,ES_1024439_P22vb G4_07082021125453_3288509,No
2353592,HP Inc.,HP,HP P22v G4 FHD Monitor; HP V22 FHD Monitor; HSD-0065-W; HP V22e FHD Monitor,P22v G4,"HP V22 FHD Monitor,V22,; HP V22e FHD Monitor,V22e,",,Monitor,TN LCD,1920 x 1080,2.1,21.5,198.08,None,None,None,"VGA,HDMI",Ac to dc internal power supply,12.34,,0.15,,0.12,,,38.69,42.66,250,No,,None,N/A,1000,,,No,,No,,04/24/2020 12:00:00 AM,01/14/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_P22v G4_01152020141629_6454815,No
2394792,HP Inc.,HP,"HP P22v G5, HP V22v G5, HP V22ve G5, HP P22v G5 FHD Monitor, HP V22v G5 FHD Monitor, HP V22ve G5 FHD Monitor, HSD-0127-Q","P22v G5, V22v G5, V22ve G5",,196548128075;196548193295;196548759118,Monitor,VA LCD,1920 x 1080,2.1,21.5,193.11,Variable Refresh Rate,Variable Refresh Rate,None,"VGA,HDMI",Ac to dc internal power supply,11.2,,0.2,,0.07,,,35.48,42.6,250,No,31.0,sRGB,N/A,1000,1,1,No,0,No,0,04/30/2022 12:00:00 AM,04/11/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439__03222022132416I26_7349927,No
2341060,HP Inc.,HP,HP P244 23.8-inch Display,P244,"HP P244y 23.8-inch Display,P244y,",,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,None,None,None,"VGA,Display,HDMI",Ac to dc internal power supply,11.56,,0.17,,0.13,,,36.41,45.73,250,No,0.3,sRGB,N/A,1000,,,No,,No,,04/10/2019 12:00:00 AM,11/27/2018 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_P244_07112019103306_5146422,No
2380796,HP Inc.,HP,HP P24a G4 FHD Monitor,P24a G4,,195908586630,Monitor,TFT LCD,1920 x 1080,2.1,23.8,242.18,None,None,None,"VGA,Display,HDMI,USB",Ac to dc internal power supply,14.03,,0.15,,0.12,,,43.86,45.73,250,No,,None,N/A,1000,,,No,,,,10/30/2021 12:00:00 AM,06/24/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_P24a G4_06212021105631_7306939,No
2394289,HP Inc.,HP,HP P24 G5 FHD Monitor,P24 G5,"HP V24i G5 FHD Monitor,V24i G5,",196548137312;196548193790,Monitor,ADS LCD,1920 x 1080,2.1,23.8,242.18,None,None,None,"VGA,Display,HDMI",Ac to dc internal power supply,13.96,,0.12,,0.1,,,43.48,45.73,250,No,,None,N/A,1000,,,No,,,,06/27/2022 12:00:00 AM,04/01/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_P24 G5_03282022144907_5099756,No
2378669,HP Inc.,HP,HP P24vb G4,P24vb G4,,,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,None,None,None,"VGA,Display,HDMI",Ac to dc internal power supply,14.28,,0.13,,0.08,,,44.52,45.73,200,No,,sRGB,N/A,3000,,,No,,,,11/23/2021 12:00:00 AM,06/01/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_P24vb G4_05312021171128_6718561,No
2353823,HP Inc.,HP,HP P24v G4 FHD Monitor (P24v G4),P24v G4,"HP V24i Monitor (V24i),HP P24v G4 FHD Monitor, HP V24i Monitor, P24v G4, V24i, HSD-0066-V, HP V24e, HP V24e FHD Monitor, V24e, HP P24b G4 Monitor, HP P24b G4 FHD Monitor, HP P24b G4, P24b G4,V24i, V24e, P24b G4,",,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,Variable Refresh Rate,Variable Refresh Rate,None,"VGA,HDMI",Ac to dc internal power supply,11.28,,0.14,,0.09,,,35.37,45.7,250,No,33.8,sRGB,N/A,1000,,,No,0,No,0,09/28/2020 12:00:00 AM,01/05/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_P24v G4_01182020103153_2330186,No
2394832,HP Inc.,HP,"HP P24v G5, HP P24v G5 FHD Monitor, HSD-0130-Q",P24v G5,,196548130153,Monitor,VA LCD,1920 x 1080,2.1,23.8,242.18,Variable Refresh Rate,Variable Refresh Rate,None,"VGA,HDMI",Ac to dc internal power supply,11.86,,0.21,,0.07,,,37.56,45.7,250,No,32.5,sRGB,N/A,1000,,,No,0,No,0,04/30/2022 12:00:00 AM,04/11/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_P24v G5_04142022150100_1400241,No
2397592,HP Inc.,HP,HP P24v G5 FHD Monitor,P24v G5,,196548130153,Monitor,TFT LCD,1920 x 1080,2.1,23.8,242.18,None,None,None,"VGA,HDMI",Ac to dc internal power supply,13.41,,0.13,,0.11,,,41.85,45.73,250,No,,sRGB,N/A,4000,,,No,,,,08/22/2022 12:00:00 AM,06/20/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_P24v G5_06162022133643_4593011,No
2341053,HP Inc.,HP,HP P274 27-inch Display,P274,,,Monitor,IPS LCD,1920 x 1080,2.1,27,311.67,None,None,None,"VGA,Display,HDMI",Ac to dc internal power supply,14.34,,0.17,,0.13,,,44.93,52.06,250,No,0.4,sRGB,N/A,1000,,,No,,No,,05/02/2019 12:00:00 AM,12/06/2018 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_P274_07112019103205_8464764,No
2394287,HP Inc.,HP,HP P27 G5 FHD Monitor,P27 G5,"HP V27i G5 FHD Monitor,V27i G5,",196548137916;196548194360,Monitor,AHVA LCD,1920 x 1080,2.1,27,311.67,None,None,None,"VGA,Display,HDMI",Ac to dc internal power supply,14.97,,0.13,,0.1,,,46.64,52.06,300,No,,None,N/A,1000,,,No,,,,06/27/2022 12:00:00 AM,04/01/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_P27 G5_03282022152859_6968347,No
2353828,HP Inc.,HP,HP P27v G4 FHD Monitor (P27v G4),P27v G4,"HP V27i Monitor(V27i), HP P27v G4 FHD Monitor, HP V27i Monitor, P27v G4, V27i, HSD-0068-V, HP V27e, HP V27e FHD Monitor, V27e,V27i, V27e,",,Monitor,IPS LCD,1920 x 1080,2.1,27,311.67,Variable Refresh Rate,Variable Refresh Rate,None,"VGA,HDMI",Ac to dc internal power supply,14.74,,0.12,,0.09,,,45.88,52.1,300,No,34.3,sRGB,N/A,1000,,,No,0,No,0,06/22/2020 12:00:00 AM,10/07/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_P27v G4_01182020135624_9331587,No
2369129,HP Inc.,HP,HP P34hc G4 WQHD USB-C Curved Monitor,P34hc G4,"HP M34d WQHD Curved 34-inch Monitor,M34d,",,Monitor,IPS LCD,3440 x 1440,5,34,412.38,"Curved Screen,USB-C,Built-In Speakers",Built-In Speakers,None,"Display,HDMI,USB",Ac to dc internal power supply,34.07,,0.24,,0.18,,,105.83,106.64,200,Yes,37.8,sRGB,N/A,4000,194,206,Yes,65,,,12/01/2020 12:00:00 AM,11/05/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_P34hc G4_11042020142355_6678735,No
2347214,HP Inc.,HP,HP Pavilion 27q Display,Pavilion 27q,,,Monitor,IPS LCD,2560 x 1440,3.7,26.9,310.2,None,None,None,"Display,HDMI",Ac to dc external power supply,18.41,,0.18,,0.11,,,57.47,64.74,350,Yes,0.4,sRGB,N/A,1000,78,77,No,,No,,01/28/2020 12:00:00 AM,09/25/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Pavilion 27q_09262019145718_4377260,No
2341104,HP Inc.,HP,"HP S430c 43.4"" Curved Monitor",S430c,,,Monitor,TFT LCD,3840 x 1200,4.6,43.4,536.3,"Curved Screen,USB-C",None,None,"Display,HDMI,USB",Ac to dc external power supply,37.28,,0.33,,0.24,,,116.3,135.23,350,Yes,39.5,sRGB,N/A,3000,89,89,Yes,85,No,,10/01/2019 12:00:00 AM,07/12/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_S430c_07102019120358_4209558,No
2351081,HP Inc.,HP,HP V194 LED Backlit Monitor,V194,,,Monitor,TN LCD,1366 x 768,1,18.5,146.35,None,None,None,VGA,Ac to dc external power supply,7.81,,0.25,,0.19,,,25.37,30.87,200,No,,None,N/A,700,,,No,,No,,12/15/2019 12:00:00 AM,12/09/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_V194_12102019155045_1478833,No
2353826,HP Inc.,HP,HP V21 Monitor,V21,"HP V21 Monitor(V21), V21, HSD-0064-V,,",,Monitor,TN LCD,1920 x 1080,2.1,20.7,182.82,Variable Refresh Rate,Automatic Brightness Control,None,HDMI,Ac to dc internal power supply,11.32,,0.13,,0.1,,,35.5,41.2,250,No,30.9,sRGB,N/A,600,,,No,0,No,0,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_V21_01182020122713_5813839,No
2347837,HP Inc.,HP,HP V220 21.5-inch Monitor,V220,,,Monitor,TN LCD,1920 x 1080,2.1,21.5,198.08,None,None,None,"VGA,DVI",Ac to dc internal power supply,12.48,,0.18,,0.16,,,39.29,42.66,200,Yes,,None,N/A,600,,,No,,No,,12/31/2019 12:00:00 AM,10/02/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_V220_10042019124541_7980934,No
2378292,HP Inc.,HP,V221vb,V221vb,,,Monitor,VA LCD,1920 x 1080,2.1,21.5,192.3,None,None,None,"VGA,HDMI",Ac to dc internal power supply,12.13,,0.16,,0.13,,,38.11,42.54,250,No,,None,N/A,3000,,,No,,,,06/30/2021 12:00:00 AM,05/24/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_V221vb_05212021095913_2961084,No
2353829,HP Inc.,HP,HP V24 Monitor,V24,"HP V24 Monitor(V24), V24, HSD-0067-V,,",,Monitor,TN LCD,1920 x 1080,2.1,24,246.17,Variable Refresh Rate,Automatic Brightness Control,None,"VGA,HDMI",Ac to dc internal power supply,11.15,,0.13,,0.09,,,34.9,46.1,250,No,33.1,sRGB,N/A,1000,,,No,0,No,0,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_V24_01182020142501_5501230,No
2394786,HP Inc.,HP,"HP V24v G5, HP V24v G5 FHD Monitor, HSD-0133-Q",V24v G5,,,Monitor,VA LCD,1920 x 1080,2.1,23.8,242.18,Variable Refresh Rate,Variable Refresh Rate,None,"VGA,HDMI",Ac to dc internal power supply,11.86,,0.21,,0.07,,,45.7,45.7,250,No,32.5,sRGB,N/A,1000,1,1,No,0,No,0,04/30/2022 12:00:00 AM,04/11/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_V24v G5_04132022165613_3564650,No
2397555,HP Inc.,HP,HP V27c G5 FHD Curved Monitor,V27c G5,,196548193875,Monitor,TFT LCD,1920 x 1080,2.1,27,311.67,Curved Screen,None,None,"Display,HDMI",Ac to dc internal power supply,17.01,,0.17,,0.13,,,53.11,59.86,300,No,,sRGB,N/A,4000,,,No,,,,08/22/2022 12:00:00 AM,06/17/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_V27c G5_06152022105350_2943078,No
2350984,HP Inc.,HP,HP Z22n G2 21.5-inch Display,Z22n G2,,,Monitor,IPS LCD,1080 x 1920,2.1,21.5,197.6,None,None,None,"VGA,Display,HDMI,USB",Ac to dc internal power supply,12.21,,0.24,,0.16,,,38.58,42.65,250,No,,NTSC,N/A,1000,,,No,,,,11/25/2019 12:00:00 AM,12/06/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_Z22n G2_12062019092646_8662530,No
2362491,HP Inc.,HP,HP Z24f G3 FHD Display,Z24f G3,,,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,USB-C,None,None,"Display,HDMI,USB",Ac to dc internal power supply,11.02,,0.24,,0.17,,,35.15,45.73,300,No,,None,N/A,1000,,,No,,No,,10/19/2020 12:00:00 AM,07/06/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z24f G3_07082020085903_6840926,No
2361450,HP Inc.,HP,HP Z24n G3 WUXGA Display,Z24n G3,,,Monitor,IPS LCD,1920 x 1200,2.3,24.1,260.34,None,None,None,"Display,HDMI,USB",Ac to dc internal power supply,14.85,,0.25,,0.17,,,46.95,54.23,350,Yes,37.8,None,N/A,1000,79,80,No,,No,,11/06/2020 12:00:00 AM,06/05/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z24n G3_06092020153814_2171507,No
2388731,HP Inc.,HP,HP Z24q G3 QHD Display,Z24q G3,,,Monitor,IPS LCD,2560 x 1440,3.7,23.8,242.01,None,None,None,"Display,HDMI,USB",Ac to dc internal power supply,16.51,,0.24,,0.15,,,51.99,60.16,400,Yes,0.4,None,N/A,1000,79,81,No,,No,,04/21/2022 12:00:00 AM,12/02/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z24q G3_12022021135135_9484020,No
2369267,HP Inc.,HP,HP Z24u G3 WUXGA USB-C Display,Z24u G3,,,Monitor,IPS LCD,1920 x 1200,2.3,24,260.3,Full Network Connectivity,Full Network Connectivity,Full Network Connectivity,"RJ45,Display,USB,HDMI",Ac to dc internal power supply,18.09,,0.21,,0.25,,,56.66,59.88,350,Yes,0.4,None,N/A,1000,79,81,Yes,100,No,,04/18/2021 12:00:00 AM,11/06/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z24u G3_11092020095945_3935513,No
2365164,HP Inc.,HP,HP Z25xs G3,Z25xs G3,,,Monitor,IPS LCD,2560 x 1440,3.7,25,266.59,"USB-C,Built-In Speakers",Built-In Speakers,None,"Display,HDMI,USB",Ac to dc internal power supply,21.61,,0.21,,0.14,,,67.45,68.08,200,Yes,42.4,sRGB,N/A,1000,86,95,Yes,100,,,01/01/2021 12:00:00 AM,08/28/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_Z25xs G3_08212020154641_5444604,No
2351116,HP Inc.,HP,HP Z27 4K UHD Display,Z27,,,Monitor,IPS LCD,3840 x 2160,8.3,27,310.47,USB-C,None,None,"Display,HDMI,USB",Ac to dc internal power supply,23.25,,0.24,,0.18,,,72.65,85.21,350,Yes,0.3,None,N/A,1300,112,108,Yes,65,No,,01/28/2020 12:00:00 AM,12/09/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z27_12112019105309_8228833,No
2362492,HP Inc.,HP,HP Z27k G3 4K USB-C Display,Z27k G3,,,Monitor,IPS LCD,3840 x 2160,8.3,27,310.47,Full Network Connectivity,Full Network Connectivity,None,"RJ45,Display,HDMI,USB",Ac to dc internal power supply,28.02,,0.23,,0.16,,,87.22,89.03,350,Yes,35.6,None,N/A,1000,71,86,Yes,100,No,,11/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z27k G3_07082020090604_8722765,No
2362493,HP Inc.,HP,HP Z27q G3 QHD Display,Z27q G3,,,Monitor,IPS LCD,2560 x 1440,3.7,27,310.47,None,None,None,"Display,HDMI,USB",Ac to dc internal power supply,18.28,,0.24,,0.11,,,57.41,67.44,350,Yes,39.7,None,N/A,1000,78,67,No,,No,,11/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z27q G3_07082020091138_8193662,No
2362494,HP Inc.,HP,HP Z27u G3 QHD Display,Z27u G3,,,Monitor,IPS LCD,2560 x 1440,3.7,27,310.47,"Full Network Connectivity,USB-C",Full Network Connectivity,None,"RJ45,Display,HDMI,USB",Ac to dc internal power supply,21.36,,0.22,,0.25,,,66.74,74.19,350,Yes,40.1,None,N/A,1000,72,70,Yes,100,No,,11/20/2020 12:00:00 AM,07/06/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z27u G3_07082020091835_2237941,No
2366443,HP Inc.,HP,HP Z27xs G3,Z27xs G3,,,Monitor,TFT LCD,2160 x 3840,8.3,27,310.47,USB-C,None,None,"Display,HDMI,USB",Ac to dc internal power supply,28.04,,0.19,,0.12,,,87.05,101.72,200,Yes,44.6,None,DisplayHDR 600,1300,62,61,Yes,100,,,01/01/2021 12:00:00 AM,09/29/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_Z27xs G3_09252020092233_4734308,No
2351086,HP Inc.,HP,HP Z32 4K UHD Display,Z32,,,Monitor,IPS LCD,3840 x 2160,8.3,31.5,423.94,USB-C,None,None,"Display,HDMI,USB",Ac to dc internal power supply,29.23,,0.32,,0.24,,,91.44,102.38,350,Yes,0.3,None,N/A,1300,96,101,Yes,65,No,,01/28/2020 12:00:00 AM,12/09/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z32_12102019160919_3066286,No
2397270,HP Inc.,HP,HP Z32k G3 4K USB-C Display,Z32k G3,,196188669334,Monitor,IPS LCD,3840 x 2160,8.3,31.5,423.94,"Full Network Connectivity,USB-C",Full Network Connectivity,Full Network Connectivity,"RJ45,Display,HDMI,USB",Ac to dc internal power supply,31.14,,0.41,,0.27,,,97.8,121.79,400,Yes,42.1,sRGB,N/A,2000,121,127,Yes,100,,,08/25/2022 12:00:00 AM,06/07/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1024439_Z32k G3_06072022132635_976831,No
2376407,HP Inc.,HP,HP Z34c G3,Z34c G3,"HP Z34c G3 Curved USB-C Display, HSD-0099-Q,,",,Monitor,IPS LCD,3440 x 1440,5,34.1,415.05,"Variable Refresh Rate,Curved Screen,USB-C,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"RJ45,Display,HDMI",Ac to dc internal power supply,29.37,,0.27,,0.13,,,91.59,106.1,350,Yes,37.0,sRGB,N/A,1000,60,60,Yes,100,No,0,10/26/2021 12:00:00 AM,04/23/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z34c G3_04232021102448I42_3606062,No
2384001,HP Inc.,HP,HP Z40c G3 Curved USB-C display,Z40c G3,,195908200444,Monitor,IPS LCD,5120 x 2160,11.1,40,564.69,"Curved Screen,Full Network Connectivity,USB-C",Full Network Connectivity,Full Network Connectivity,"Thunderbolt,RJ45,Display,HDMI,USB",Ac to dc external power supply,52.33,,0.32,,0.22,,,162.27,179.58,300,Yes,0.4,None,N/A,1000,96,101,Yes,165,No,,12/21/2021 12:00:00 AM,08/31/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1024439_Z40c G3_09012021141144_9423582,No
2405820,Hypertechnologie Ciara Inc.,CIARA,Theia 24,Theia 24,,0062863491205244,Monitor,VA LCD,1920 x 1080,2.1,24,242.18,None,None,None,"VGA,Other,Display,HDMI,USB",Ac to dc internal power supply,11.31,,0.15,,0.13,,,35.5,45.73,250,No,,NTSC,N/A,1200,,,No,,No,,11/30/2022 12:00:00 AM,12/19/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1098934_12192022090500_Theia 24_0000001,No
2353595,"Hyundai IT Co., LTD",HYUNDAI,R227DP,R227DP,",R227DPS, R227DPL, R227DPT, R227DPN, R227DPM,",,Monitor,TN LCD,1920 x 1080,2.1,21.5,197.6,Automatic Brightness Control,Automatic Brightness Control,Bluetooth,Display,Ac to dc internal power supply,12.74,,0.31,,0.27,,,,42.64,400,No,,None,N/A,3000,,,No,,No,,01/31/2020 12:00:00 AM,01/14/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_R227DP_01152020142750_9321089,No
2353596,"Hyundai IT Co., LTD",HYUNDAI,R247DP,R247DP,",R247DPA, R247DPN, R247DPT, R247DPH, R247DPS, R247DPL, R247DPM, R247DPX,",,Monitor,TN LCD,1920 x 1080,2.1,23.6,236.92,None,None,None,Display,Ac to dc internal power supply,13.34,,0.31,,0.31,,,,45.26,500,No,,None,N/A,3000,,,No,,No,,01/31/2020 12:00:00 AM,01/14/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_1068530_R247DP_01152020144732_3428179,No
2405285,"LG Electronics, Inc.",LG,24BR650B-*,24BR650B,",,(* can be blank or A~Z,Ex:24BR650B-C )",195174049143,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,"USB-C,Built-In Speakers",None,None,"Display,HDMI,USB",Ac to dc internal power supply,14.5,,0.23,,0.18,,,45.78,48.47,209,No,0.8,NTSC,N/A,2,,,Yes,65,,,11/28/2022 12:00:00 AM,12/01/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1118034_24BR650B_112220220654784_1538302,No
2402184,"LG Electronics, Inc.",LG,24BR750C-*,24BR750C,",,(""*"" can be 'blank' or A~Z, Ex.:24BR750C-C)",195174049136,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,USB-C,None,None,"Display,HDMI,USB",Ac to dc internal power supply,13.91,,0.32,,0.17,,,44.47,48.47,266.2,No,0.8,NTSC,N/A,2,,,Yes,65,,,10/09/2022 12:00:00 AM,09/29/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1118034_24BR750C_092920220832769_5250273,No
2395139,"LG Electronics, Inc.",LG,24MP750C-*,24MP750C,",,(* can be blank or A~Z,Ex.:24MP750C-B)",195174037812,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,"USB-C,Built-In Speakers",Built-In Speakers,None,"Display,HDMI,USB",Ac to dc external power supply,14.34,,0.36,,0.13,,,46.03,48.48,250,No,,None,N/A,2,,,Yes,65,,,04/26/2022 12:00:00 AM,04/26/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1118034_24MP750C_04222022013924_1191136,No
2349653,"LG Electronics, Inc.",LG,25BL55WY-B,25BL55WY,,,Monitor,IPS LCD,1920 x 1200,2.3,25,281.15,Built-In Speakers,Built-In Speakers,None,"VGA,Display,HDMI",Ac to dc internal power supply,15.03,,0.21,,0.18,,,47.27,50.2,250,No,0.7,None,N/A,2,,,No,,,,12/31/2019 12:00:00 AM,11/07/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1118034_25BL55WY_11112019073555_7755986,No
2400714,"LG Electronics, Inc.",LG,26BQ500-*,26BQ500,",,(* can be blank or A~Z, Ex.:26BQ500-B)",195174043349,Monitor,IPS LCD,2560 x 1080,2.8,25.7,236.46,None,None,None,HDMI,Ac to dc external power supply,14.44,,0.14,,0.14,,,45.08,47.98,260.6,No,0.7,None,N/A,2,,,No,,No,,08/27/2022 12:00:00 AM,08/26/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1118034_26BQ500_082320220549111_3028232,No
2392906,"LG Electronics, Inc.",LG,26WQ500-*,26WQ500,",,(* can be blank or A~Z, Ex.: 26WQ500-B)",195174035245,Monitor,IPS LCD,2560 x 1080,2.8,25.7,236.46,None,None,None,HDMI,Ac to dc external power supply,14.44,,0.14,,0.14,,,45.08,47.98,260.6,No,0.7,None,N/A,2,,,No,,No,,02/08/2022 12:00:00 AM,02/09/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1118034_26WQ500_02092022030985_5105844,No
2349657,"LG Electronics, Inc.",LG,27BK430H-B,27BK430H,,,Monitor,IPS LCD,1920 x 1080,2.1,27,311.67,None,None,None,"VGA,HDMI",Ac to dc external power supply,14.35,,0.16,,0.1,,,44.9,52.06,250,No,0.7,None,N/A,2,,,No,,,,12/31/2019 12:00:00 AM,11/07/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1118034_27BK430H_11122019031741_8661389,No
2349656,"LG Electronics, Inc.",LG,27BK550Y-B,27BK550Y,"27BK550Y-I,27BK550Y,",,Monitor,IPS LCD,1920 x 1080,2.1,27,311.67,Built-In Speakers,Built-In Speakers,None,"VGA,DVI,Display,HDMI",Ac to dc internal power supply,13.48,,0.13,,0.13,,,42.09,52.06,250,No,0.7,None,N/A,2,,,No,,,,12/20/2019 12:00:00 AM,11/07/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_1118034_27BK550Y_11122019031245_8365076,Yes
