ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Panel Type,Native Resolution (pixels),Total Native Resolution (megapixels),Screen Size (inches),Screen Area (square inches),Model Features,Features Enabled in Default On Mode,Features Enabled in Default Sleep Mode,Signal or Data Interfaces,Power Source,On Mode Power (watts),Maximum On Mode Power Limit for Signage Certification (watts),Sleep Mode Power (watts),Maximum Sleep Mode Power Limit for Signage Certification (watts),Off Mode Power (watts),On Mode Power at 12 Lux at 115 Volts (W),On Mode Power at 300 Lux (watts),Monitor Total Energy Consumption at 115 Volts (kWh/yr),Maximum Total Energy Consumption Limit for Monitor Certification (kWh/yr),Maximum Luminance (candelas per square meter),Enhanced-Performance Display?,Color Gamut,Color Spaces Supported,High Dynamic Range (HDR),Display Contrast Ratio  at 0 deg. Horiz. Viewing Angle,Reported Contrast Ratio at -85 Degrees (Left) Horizontal Viewing Angle,Reported Contrast Ratio at +85 Degrees (Right) Horizontal Viewing Angle,USB-C with Power Delivery Supported,Maximum Power Delivery (W),Tiled Display System,Maximum Tiled Configuration,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets Most Efficient 2023 Criteria
2396864,Acer Incorporated,Acer,B278U_v,B278U,,193199066213,Monitor,TFT LCD,2560 x 1440,3.7,27,310.47,"USB-C,Built-In Speakers",Built-In Speakers,None,"RJ45,Display,HDMI,USB",Ac to dc internal power supply,18.8,,0.25,,0.2,,,59.06,66.82,350,Yes,36.3,sRGB,N/A,1000,195,212,Yes,100,,,05/20/2022 12:00:00 AM,05/24/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_B278U_05242022091121_190698,No
2355320,Acer Incorporated,Acer,B287K_v,B287K,"V287K_v,V287K,",193199153494;195133166010,Monitor,IPS LCD,3840 x 2160,8.3,28,328.46,None,None,None,"Display,HDMI",Ac to dc internal power supply,29.68,,0.3,,0.22,,,92.71,93.47,300,Yes,40.7,sRGB,N/A,1000,170,170,No,,,,03/20/2020 12:00:00 AM,02/28/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_B287K_02242020123033_2608301,No
2349348,Acer Incorporated,Acer,B326HUL_q,B326HUL,,,Monitor,IPS LCD,2560  x 1440,3.7,32,437.56,"Variable Refresh Rate,Built-In Speakers",Automatic Brightness Control,None,"VGA,DVI,Display,HDMI,USB",Ac to dc internal power supply,21.9,,0.7,,0.3,,,70.9,87.8,300,Yes,35.4,sRGB,N/A,3000,60,60,No,,No,0,01/28/2020 12:00:00 AM,11/01/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_B326HUL_11012019162418I57_3606062,No
2350988,Acer Incorporated,Acer,BE240Y bmjjpprzx,BE240Y,,,Monitor,TFT LCD,1080 x 1920,2.1,23.8,242.2,None,None,None,"Display,HDMI,USB",Ac to dc internal power supply,13.42,,0.29,,0.23,,,42.7,45.73,250,No,,sRGB,N/A,1000,,,No,,,,11/26/2019 12:00:00 AM,12/06/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_BE240Y_12052019151900_7487909,No
2396530,Acer Incorporated,Acer,BE247Y_v,BE247Y,,193199048639,Monitor,TFT LCD,1920 x 1080,2.1,23.8,242.18,Built-In Speakers,Built-In Speakers,None,"VGA,HDMI",Ac to dc internal power supply,13.48,,0.2,,0.15,,,42.45,45.73,250,No,,sRGB,N/A,1000,,,No,,,,04/23/2022 12:00:00 AM,05/18/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_BE247Y_05172022112517_2035943,No
2349916,Acer Incorporated,Acer,BE270U Abmipruzx,BE270U A,"BE270 bmjjpprzx,BE270,; BE270U bmjjpprzx,BE270U,",,Monitor,IPS LCD,1440 x 2560,3.7,27,310.47,"USB-C,Built-In Speakers",Built-In Speakers,None,"Display,HDMI,USB",Ac to dc internal power supply,20.76,,0.29,,0.23,,,66.37,67.89,331.6,Yes,37.4,sRGB,N/A,1000,178,178,Yes,136,,,03/31/2016 12:00:00 AM,11/19/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_BE270U A_11192019144126_539361,No
2371488,Acer Incorporated,Acer,BL280K_v,BL280K,"CBL282K_v,CBL282K,; CL280K_v,CL280K,",,Monitor,TFT LCD,3840 x 2160,8.3,28,328.46,Built-In Speakers,Built-In Speakers,None,"Display,HDMI,USB",Ac to dc internal power supply,29.37,,0.3,,0.23,,,91.76,93.47,331.6,Yes,40.7,sRGB,N/A,1000,147,101,No,,,,11/20/2020 12:00:00 AM,12/24/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_BL280K_12172020153617_4429132,No
2349421,Acer Incorporated,Acer,BM320_q,BM320,"B326HK_q,B326HK,",,Monitor,IPS LCD,3840  x 2160,8.3,32,437.63,"Variable Refresh Rate,Built-In Speakers",Automatic Brightness Control,None,"DVI,Display,HDMI,USB",Ac to dc internal power supply,28.8,,0.6,,0.2,,,91.5,109.1,350,Yes,36.2,sRGB,N/A,1000,60,60,No,,No,0,01/28/2020 12:00:00 AM,11/05/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada","ES_20101_B326HK, BM320_11052019152436I20_3606062",No
2388221,Acer Incorporated,Acer,BR247Y_q,BR247Y,,193199591982;195133149587;195133152235,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,"Variable Refresh Rate,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"VGA,Display,HDMI",Ac to dc internal power supply,10.94,,0.24,0.5,0.1,,,34.91,45.7,250,No,33.1,sRGB,N/A,1000,1,1,No,0,No,0,12/15/2021 12:00:00 AM,11/17/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_BR247Y_11172021122430I06_7349927,No
2388202,Acer Incorporated,Acer,BR277_q,BR277,,193199591999;195133147439;195133148702,Monitor,IPS LCD,1920 x 1080,2.1,27,311.67,"Variable Refresh Rate,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"VGA,Display,HDMI",Ac to dc internal power supply,12.64,,0.25,0.5,0.13,,,40.18,52.1,250,No,33.3,sRGB,N/A,1000,1,1,No,0,No,0,12/15/2021 12:00:00 AM,11/17/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_BR277_11172021122412I18_7349927,Yes
2350755,Acer Incorporated,Acer,BW257 bmiprx,BW257,",VW257,; VW257 bi,VW257,",,Monitor,TFT LCD,1200 x 1920,2.3,25,281.15,None,None,None,"VGA,Display,HDMI",Ac to dc internal power supply,14.49,,0.25,,0.2,,,45.85,50.2,300,No,,sRGB,N/A,1000,,,No,,No,,11/22/2019 12:00:00 AM,12/04/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_BW257_12022019180238_9946405,No
2397470,Acer Incorporated,Acer,CB241Y_v,CB241Y,,193199048622,Monitor,TFT LCD,1920 x 1080,2.1,23.8,242.18,USB-C,None,None,"HDMI,USB",Ac to dc internal power supply,15.28,,0.24,,0.18,,,48.21,48.48,250,No,,None,N/A,1000,,,Yes,65,,,05/20/2022 12:00:00 AM,06/13/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_CB241Y_06082022102714_7464258,No
2347320,Acer Incorporated,Acer,CB242Y_r,CB242Y,"B247Y_r,B247Y,; V247Y_r,V247Y,",,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,"Built-In Speakers,Other,User Adjustable Backlight",Built-In Speakers,None,"Display,HDMI,USB",Ac to dc internal power supply,13.35,,0.21,,0.16,,,42.13,45.73,250,No,,NTSC,N/A,1000,,,Yes,15,,,09/27/2019 12:00:00 AM,09/27/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_CB242Y_09292019091912_8752150,No
2353657,Acer Incorporated,Acer,CB242Y_v,CB242Y,"CBA242Y_v,CBA242Y,",193199011718;193199103918;193199429759,Monitor,IPS LCD,1080 x 1920,2.1,23.8,242.18,Built-In Speakers,Built-In Speakers,None,"VGA,Display,HDMI",Ac to dc internal power supply,14.34,,0.2,,0.14,,,45.11,45.73,250,No,,sRGB,N/A,1000,,,No,,,,05/10/2019 12:00:00 AM,01/16/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_CB242Y_01092020141322_9793817,No
2365653,Acer Incorporated,Acer,CB242Y_q,CB242Y,,193199011718;193199773425,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,"Variable Refresh Rate,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"VGA,Display,HDMI",Ac to dc internal power supply,10.83,,0.11,,0.08,,,33.86,45.7,250,No,32.3,sRGB,N/A,1000,,,No,,No,0,09/30/2020 12:00:00 AM,05/21/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_CB242Y_09112020142240_2011401,Yes
2376452,Acer Incorporated,Acer,CB242Y,CB242Y,,,Monitor,TFT LCD,1080 x 1920,2.1,23.8,242.04,None,None,None,"VGA,HDMI",Ac to dc internal power supply,11.97,,0.16,,0.15,,,37.61,45.72,250,No,0.3,None,N/A,1000,,,No,,No,,05/15/2019 12:00:00 AM,04/27/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_CB242Y_04282021093212_4516690,No
2390020,Acer Incorporated,Acer,CB243Y_v,CB243Y,,195133150606,Monitor,TFT LCD,1920 x 1080,2.1,23.8,242.18,None,None,None,"RJ45,Display,HDMI,USB",Ac to dc internal power supply,14.32,,0.26,,0.19,,,45.4,48.48,250,No,,None,N/A,1000,,,Yes,90,,,12/20/2021 12:00:00 AM,12/31/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_CB243Y_12222021175414_6530877,No
2398331,Acer Incorporated,Acer,CB271_v,CB271,,193199592354,Monitor,TFT LCD,1920 x 1080,2.1,27,311.67,USB-C,None,None,"HDMI,USB",Ac to dc internal power supply,16.92,,0.27,,0.2,,,53.41,54.81,250,No,,sRGB,N/A,1000,,,Yes,65,,,05/27/2022 12:00:00 AM,07/12/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_CB271_07112022152559_8510248,No
2398332,Acer Incorporated,Acer,CB271U_v,CB271U,,193199592361,Monitor,TFT LCD,2560 x 1440,3.7,27,310.47,USB-C,None,None,"Display,HDMI,USB",Ac to dc internal power supply,21.03,,0.26,,0.19,,,65.94,66.82,350,Yes,36.3,None,N/A,1000,90,90,Yes,65,,,05/27/2022 12:00:00 AM,07/12/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_CB271U_07112022103948_9425165,No
2357759,Acer Incorporated,Acer,CB272_v,CB272,"CB272U,CB272,",195133093484,Monitor,IPS LCD,2560 x 1440,3.7,27,310.47,None,None,None,"Display,HDMI",Ac to dc internal power supply,18.97,,0.3,,0.23,,,59.87,62.47,350,Yes,34.7,sRGB,N/A,1000,71,71,No,,,,04/10/2020 12:00:00 AM,08/04/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_CB272_04032020112452_4923669,No
2362485,Acer Incorporated,Acer,CB272_q,CB272,,,Monitor,IPS LCD,1920 x 1080,2.1,27,311.66,"Variable Refresh Rate,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"VGA,Display,HDMI",Ac to dc internal power supply,13.35,,0.13,,0.09,,,41.68,52.1,250,No,32.3,sRGB,N/A,1000,1,1,No,0,No,0,07/29/2020 12:00:00 AM,08/06/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_CB272_07072020153615_7272547,Yes
2399957,Acer Incorporated,Acer,CB273_v,CB273,,193199139658,Monitor,IPS LCD,1920 x 1080,2,27,311.7,USB-C,None,None,HDMI,Ac to dc internal power supply,15.28,,0.27,,0.22,,,48.38,54.81,250,No,35.5,sRGB,N/A,1000,1,1,Yes,90,No,,08/01/2022 12:00:00 AM,08/04/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_CB273_0803202292436I31_7349927,No
2383701,Acer Incorporated,Acer,CB273U_v,CB273U,,193199592781;195133134859,Monitor,TFT LCD,2560 x 1440,3.7,27,310.47,"USB-C,Built-In Speakers",Built-In Speakers,None,"RJ45,Display,HDMI,USB",Ac to dc internal power supply,20.48,,0.28,,0.19,,,64.39,66.82,350,Yes,36.3,sRGB,N/A,1000,90,90,Yes,90,,,08/13/2021 12:00:00 AM,08/25/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_CB273U_08242021090349_9651605,No
2351327,Acer Incorporated,Acer,CB282K_v,CB282K,,,Monitor,IPS LCD,2160 x 3840,8.3,28,328.46,Built-In Speakers,Built-In Speakers,None,"Display,HDMI",Ac to dc internal power supply,29.37,,0.3,,0.23,,,91.76,93.51,300,Yes,40.7,sRGB,N/A,1000,170,170,No,,,,12/31/2019 12:00:00 AM,12/16/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_CB282K_12122019171043_4713098,No
2394127,Acer Incorporated,Acer,CB322QK,"CB322QK SEMIPRUZX, CB322QK SEMIPRUX, CB322QK SEMIPRX, CB322QK BEMIPRUZX",,193199153678,Monitor,IPS LCD,2160 x 3840,8.3,31.5,423.5,USB-C,Full Network Connectivity,Full Network Connectivity,"Other,Display,HDMI",Ac to dc internal power supply,30.89,,0.34,,0,,,96.64,128.45,350,Yes,46.1,Adobe RGB,N/A,1000,60,60,No,0,No,,05/01/2022 12:00:00 AM,03/24/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_CB322QK SEMIPRUZX_03262022124918_6430182,No
2362490,Acer Incorporated,Acer,CB342CK,CB342CK C,"CB342CU,CB342CU_b,",,Monitor,TN LCD,3440 x 1440,5,34,415.06,None,None,None,"Display,HDMI",Ac to dc internal power supply,26.1,,0.2,,0.19,,,81.16,84.9,351,No,0.4,None,N/A,1000,,,Yes,65,,,06/24/2020 12:00:00 AM,07/06/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_CB342CK C_07082020084722_4695630,No
2382149,Acer Incorporated,Acer,CB342CUR_v,CB342CUR,,193199592576;195133112871,Monitor,TFT LCD,3440 x 1440,5,34,415.05,"Curved Screen,USB-C",None,None,"Display,HDMI,USB",Ac to dc external power supply,33.61,,0.39,,0.29,,,105.25,114.61,300,Yes,43.0,sRGB,N/A,1000,131,122,Yes,90,,,06/18/2021 12:00:00 AM,07/16/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_CB342CUR_06302021135006_5705224,No
2378716,Acer Incorporated,Acer,CB382CUR_v,CB382CUR,,193199592583;195133130288,Monitor,TFT LCD,1600 x 3840,6.1,37.5,499.76,"Curved Screen,USB-C,Built-In Speakers",Built-In Speakers,None,"Display,HDMI,USB",Ac to dc external power supply,40.6,,0.49,,0.29,,,127.27,141.75,300,Yes,42.8,sRGB,N/A,1000,102,104,Yes,90,,,04/20/2021 12:00:00 AM,06/03/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_CB382CUR_06022021132745_4678460,No
2372299,Acer Incorporated,Acer,CBL242Y_v,CBL242Y,"BL240Y_v,BL240Y,",195133166201,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,None,None,None,"VGA,Display,HDMI",Ac to dc internal power supply,14.2,,0.17,,0.12,,,44.51,45.73,250,No,,sRGB,N/A,1000,,,No,,,,12/20/2020 12:00:00 AM,01/21/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_CBL242Y_01212021094316_4120904,No
2365554,Acer Incorporated,Acer,CL270U_v,CL270U,",VL270U,; BL270U_v,BL270U,; CBL272U_v,CBL272U,",193199343918;193199894397,Monitor,TFT LCD,2560 x 1440,3.7,27,310.47,Built-In Speakers,Built-In Speakers,None,"Display,HDMI",Ac to dc internal power supply,18.13,,0.36,,0.29,,,57.64,58.4,350,No,,sRGB,N/A,1000,,,No,,,,08/24/2020 12:00:00 AM,09/07/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_CL270U_09032020155431_1193506,No
2346422,Acer Incorporated,Acer,CM2241W_q,CM2241W,,,Monitor,IPS LCD,1920  x 1200,2.3,24.1,260.34,Variable Refresh Rate,Automatic Brightness Control,None,"Display,HDMI",Ac to dc internal power supply,14.7,,0.2,,0.2,,,46.1,62.5,350,Yes,47.8,sRGB,N/A,1000,60,60,No,,No,0,11/11/2019 12:00:00 AM,09/12/2019 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_CM2241W_09122019112453I16_3606062,No
2370327,Acer Incorporated,Acer,DV555,DV555,,,Signage Display,VA LCD,1920 x 1080,2.1,54.6,1275.67,Built-In Speakers,Built-In Speakers,None,"VGA,RS232,Other,DVI,Display,HDMI",Ac to dc internal power supply,82.48,111.7,0.34,0.5,,,,,,500,No,33.1,NTSC,N/A,4000,89,89,No,,No,,11/25/2020 12:00:00 AM,11/27/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_DV555_11302020074024_2024181,No
2405681,Acer Incorporated,Acer,EV206HQL*,EV206HQL,",,The Model Name symbol ‘*’ can be 0-9, A-Z, a-z, “+”, “-”, “/”, “\” or blank,  represent different sales purposes",,Monitor,IPS LCD,1600 x 900,1,19.5,160.5,None,None,None,"VGA,HDMI",Ac to dc external power supply,10,,0.23,,0.2,,,31.89,34.87,250,No,32.4,sRGB,N/A,1000,1,1,No,0,No,,12/10/2022 12:00:00 AM,12/06/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_EV206HQL_12062022112416I59_7349927,No
2362793,Acer Incorporated,Acer,EV226HQL,EV226HQL,"EV226HQLI,EV226HQLI,",,Monitor,TN LCD,1920 x 1080,2.1,21.5,198.08,None,None,None,"VGA,HDMI",Ac to dc external power supply,12.93,,0.12,,0.09,,,40.34,42.66,250,No,,None,N/A,1000,,,No,,No,,07/20/2020 12:00:00 AM,07/15/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_20101_EV226HQL_07162020094928_4606444,No
2401770,Acer Incorporated,Acer,MA240,MA240,"MA240t,MA240t,",196068167363,Monitor,IPS LCD,1920 x 1080,2.1,23.8,242.18,Other,None,None,Other,Ac to dc external power supply,14.7,,0.27,,0.21,,,46.73,48.48,250,No,33.5,NTSC,N/A,1000,,,Yes,90,,,09/14/2022 12:00:00 AM,09/16/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_MA240_09212022054789_4220637,No
2352055,Acer Incorporated,Acer,PE320QK bmiipruzx,PE320QK,,,Monitor,TFT LCD,2160 x 3840,8.3,31.5,423.93,"USB-C,Built-In Speakers",Built-In Speakers,None,"Display,HDMI,USB",Ac to dc internal power supply,37.7,,0.47,,0.35,,,119.26,122.36,300,Yes,42,sRGB,DisplayHDR 400,1300,78,78,Yes,85,,,08/27/2017 12:00:00 AM,12/27/2019 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_PE320QK_12232019164832_846063,No
2352564,Acer Incorporated,Acer,UT241Y_v,UT241Y,,,Monitor,IPS LCD,1080 x 1920,2.1,23.8,242.18,"Touch Screen,USB-C,Built-In Speakers",Built-In Speakers,None,"VGA,HDMI,USB",Ac to dc external power supply,17.53,,0.22,,0.17,,,55,56.26,250,No,,sRGB,N/A,1000,,,Yes,60,,,02/28/2018 12:00:00 AM,01/06/2020 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_20101_UT241Y_01022020160244_521203,No
2395376,ASUSTeK Computer Inc.,ASUS,PA248CNV,PA248CNV,"PA248CNV-P, PA248CNV-J, PA248CNV-R, PA248CNV-G, PA248CNV-W, PA248CNVY, PA248CNVZ,,",195553782234;195553782241;195553804448,Monitor,IPS LCD,1920 x 1200,2.3,24.1,260.34,"Variable Refresh Rate,USB-C,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"Display,HDMI,USB",Ac to dc internal power supply,10,,0.31,,0.14,,,32.43,48.31,300,Yes,35.3,sRGB,N/A,1000,89,89,Yes,90,No,0,05/26/2022 12:00:00 AM,04/29/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_PA248CNV_0429202292431I12_7349927,Yes
2354479,ASUSTeK Computer Inc.,ASUS,PA248QV,PA248QV,"PA248QV-P, PA248QV-J, PA248QV-G, PA248QV-W, PA248QVY, PA248QVZ,,",,Monitor,IPS LCD,1920 x 1200,2.3,24.1,260.34,"Variable Refresh Rate,Camera Interface,Built-In Speakers",Automatic Brightness Control,None,"VGA,Display,HDMI,USB",Ac to dc internal power supply,9.4,,0.2,,0.1,,,29.7,52.2,300,Yes,35.3,sRGB,N/A,1000,60,60,No,0,No,0,02/01/2020 12:00:00 AM,02/05/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_PA248QV_02052020164904_1472290,Yes
2375305,ASUSTeK Computer Inc.,ASUS,PA278CV,PA278CV,"PA278CV-P, PA278CV-J, PA278CV-G, PA278CV-W, PA278CVY, PA278CVZ,,",,Monitor,IPS LCD,2560 x 1440,3.7,27,310.47,"Variable Refresh Rate,USB-C,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"Display,HDMI,USB",Ac to dc internal power supply,15.18,,0.21,,0.1,,,47.74,66.2,350,Yes,35.7,sRGB,N/A,1000,60,60,Yes,65,No,0,10/15/2020 12:00:00 AM,09/26/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_PA278CV_09292020122205_9002794,No
2354478,ASUSTeK Computer Inc.,ASUS,PA278QV,PA278QV,"PA278QV-P, PA278QV-J, PA278QV-G, PA278QV-W, PA278QVY, PA278QVZ,,",,Monitor,IPS LCD,2560 x 1440,3.7,27,310.47,"Variable Refresh Rate,Built-In Speakers,Camera Interface",Automatic Brightness Control,None,"DVI,Display,HDMI,USB",Ac to dc internal power supply,12.5,,0.2,,0.1,,,39.7,63.9,350,Yes,36.1,sRGB,N/A,1000,60,60,No,0,No,0,02/01/2020 12:00:00 AM,02/05/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_PA278QV_02052020161942_1088147,Yes
2359679,ASUSTeK Computer Inc.,ASUS,PA27AC,PA27A,"PA27AC-P, PA27AC-J, PA27AC-G, PA27AC-W, PA27AC-K,,",,Monitor,IPS LCD,2560 x 1440,3.7,27,310.47,"Variable Refresh Rate,USB-C,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"Thunderbolt,Display,HDMI,USB",Ac to dc internal power supply,21.01,,0.36,0.5,0.31,,,66.47,67.9,350,Yes,37.4,sRGB,N/A,1000,60,60,Yes,45,No,0,05/18/2020 12:00:00 AM,05/12/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_PA27A_05122020160757_1716559,No
2383675,ASUSTeK Computer Inc.,ASUS,PA328CGV,PA328,"PA328CGV-G,PA328,; PA328CGV-J,PA328,; PA328CGV-P,PA328,; PA328CGV-W,PA328,; PA328CGVY,PA328,; PA328CGVZ,PA328,",195553005784,Monitor,TFT LCD,2560 x 1440,3.7,32,437.63,"High Dynamic Range,USB-C,Built-In Speakers",Built-In Speakers,None,"Display,HDMI,USB",Ac to dc internal power supply,26.4,,0.4,,0.34,,,83.21,88,600,No,,sRGB,DisplayHDR 600,1000,,,Yes,90,,,08/31/2021 12:00:00 AM,08/23/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_41973_PA328_08192021151102_3853113,No
2388226,ASUSTeK Computer Inc.,ASUS,PA328QV,PA328QV,"PA328QV-P, PA328QV-J, PA328QV-G, PA328QV-W, PA328QVY, PA328QVZ,,",195553524841;195553524858,Monitor,IPS LCD,2560 x 1440,3.7,31.5,424.92,"Variable Refresh Rate,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"Display,HDMI,USB",Ac to dc internal power supply,23.96,,0.2,0.5,0.13,,,74.59,92.3,350,Yes,40.6,sRGB,N/A,1000,60,60,No,0,No,0,01/14/2021 12:00:00 AM,11/17/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_PA328QV_11172021132442I33_7349927,No
2378290,ASUSTeK Computer Inc.,ASUS,PA329CV,PA329,"PA329CV-G,PA329,; PA329CV-J,PA329,; PA329CV-P,PA329,; PA329CV-W,PA329,; PA329CVY,PA329,; PA329CVZ,PA329,",,Monitor,TFT LCD,3840 x 2160,8.3,32,437.63,"USB-C,Built-In Speakers",Built-In Speakers,None,"Display,HDMI,USB",Ac to dc internal power supply,32.29,,0.37,,0.27,,,101.09,102.38,350,No,,sRGB,N/A,1000,,,Yes,90,,,05/20/2021 12:00:00 AM,05/24/2021 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_41973_PA329_05212021095123_1964685,No
2405023,ASUSTeK Computer Inc.,ASUS,OLED MONITOR,PA32D,"OLED MONITOR,PA32D*******,",195553560931,Monitor,OLED,3840 x 2160,8.3,31.5,424.84,"USB-C,Built-In Speakers,Other",Built-In Speakers,None,"Display,HDMI,USB",Ac to dc internal power supply,28.29,,0.41,,0.41,,,89.07,100.07,250,No,,"sRGB,DCI-P3,Adobe RGB",N/A,1000000,,,Yes,65,,,11/08/2022 12:00:00 AM,11/11/2022 12:00:00 AM,"United States, Taiwan, Japan, Canada",ES_41973__11232022032151_784699,No
2383691,ASUSTeK Computer Inc.,ASUS,PA32UCR,PA32UCR,"PA32UCR-G, PA32UCR-J, PA32UCR-W, PA32UCR-K, PA32UCR-P, PA32UCRY, PA32UCRZ,,",195553401524;195553401555,Monitor,IPS LCD,3840 x 2160,8.3,32,437.62,"High Dynamic Range,Variable Refresh Rate,Built-In Speakers","High Dynamic Range,Variable Refresh Rate,Built-In Speakers",None,"Display,HDMI,USB",Ac to dc internal power supply,28.92,,0.26,,0.1,,,90.14,145.5,400,Yes,50.2,sRGB,DisplayHDR 1000,1000,60,60,Yes,80,No,0,01/14/2021 12:00:00 AM,10/26/2021 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_PA32UCR_08242021162428I44_7349927,No
2393928,ASUSTeK Computer Inc.,ASUS,"PA348CGV, PA348CGV-P, PA348CGV-J, PA348CGV-G, PA348CGV-W, PA348CGVY, PA348CGVZ",PA348CGV,,195553557252,Monitor,IPS LCD,3440 x 1440,5,34.1,415.05,"Variable Refresh Rate,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"Display,HDMI",Ac to dc internal power supply,19.36,,0.37,,0.16,,,61.45,104.1,250,No,44.4,sRGB,DisplayHDR 400,1000,60,60,Yes,90,No,,01/14/2021 12:00:00 AM,03/16/2022 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_PA348CGV_03212022154159_4308807,Yes
2363678,ASUSTeK Computer Inc.,ASUS,VA229QSB,VA229Q,"VA229QLB, VA229QLBY, VA229QLBZ, VA229QSB-J, VA229QSB-W, VA229QSB-G, VA229QSB-P, VA229QSB-V, VA229QSBY, VA229QSBZ, C1221QSB, C1221QLB, C1221QSBY, C1221QSBZ, C1221QSB-J , C1221QSB-W, C1221QSB-G, C1221QSB-P, C1221QSB-V, C1221QLBY, C1221QLBZ,C1221Q,",,Monitor,IPS LCD,1920 x 1080,2.1,21.5,197.6,"Variable Refresh Rate,Built-In Speakers","Variable Refresh Rate,Built-In Speakers",None,"VGA,Display,HDMI,USB",Ac to dc internal power supply,10.6,,0.15,,0.09,,,33.38,42.65,250,No,35.6,sRGB,N/A,1000,1,1,No,0,No,0,07/15/2020 12:00:00 AM,07/24/2020 12:00:00 AM,"United States, Switzerland, Taiwan, Japan, Canada",ES_41973_VA229Q_07242020143019_7999731,No
